Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Snp,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,Slc,index,Label_wp,Label_np
Success and knowledge,0.8313984398,0.8313984398,0.7451412911,0,0,0,1,0,0,0.6449310124,0.286,8,3769,1,1
Success and knowledge,0.75059689,0.7408831212,0.6024029079,0,0,0,1,1,0,0.8703565917,0,12,3769,1,1
Success and knowledge,0,0,0,0,0,0,0,0,0,0.9701898101,0.556,3,3769,1,1
Success and knowledge,0,0,0,0,0,0,0,0,0,0.8643165216,0.346,9,3769,1,1
Success and knowledge,0.8313984398,0.8313984398,0.7451412911,0,0,0,1,0,0,0.9177128741,0.483,4,3769,1,1
Success and knowledge,0,0,0,0,0,0,0,0,0,0.39606553,0,3,3769,1,1
Success and knowledge,0.7408831212,0.7408831212,0.6024029079,0,0,0,1,1,0,0.7838408226,0,7,3769,1,1
Success and knowledge,0.75059689,0,0,0,0,0,0,0,0,0.8817259667,0,4,3769,1,1
Success and knowledge,0.8313984398,0.8313984398,0.7451412911,0,0,0,1,1,0,0.7021934146,0.243,35,3769,1,1
Success and knowledge,0.75059689,0.5595325371,0,0.5556020134,0,0,1,1,0,0.9485834825,0.161,15,3770,1,0
Success and knowledge,0.5573391663,0.5595325371,0,0.5556020134,0,0,1,0,0,0.878382507,0.385,5,3770,1,0
Success and knowledge,0.75059689,0,0,0,0,0,1,1,0,0.8947633474,0,9,3770,1,0
Success and knowledge,0.75059689,0.8846456685,0.4694975492,0.5078010285,0,0,1,1,0,0.9996196065,0.122,22,3770,1,0
Success and knowledge,0.8260232484,0.8375487408,0.8467509668,0.661611026,0,0,1,0,0,0.7961039139,0.174,12,3771,1,0
Success and knowledge,0.75059689,0,0,0,0,0,0,0,0,0.9425002541,0,6,3771,1,0
Success and knowledge,0.6792789446,0.5595325371,0,0.5556020134,0,0,1,0,0,0.9522326592,0.37,12,3771,1,0
Success and knowledge,0,0,0,0,0,0,0,0,0,0.8210432522,0.714,3,3771,1,0
Success and knowledge,0.75059689,0,0,0,0,0,1,0,0,0.945935071,0.268,8,3771,1,0
Success and knowledge,0.8260232484,0.8375487408,0.7728804428,0.0823629879,0,0,1,0,0,0.961187316,0.207,33,3771,1,0
Success and knowledge,0,0,0,0,0,0,0,0,0,0.8775352197,0,7,3772,1,0
Success and knowledge,0,0,0,0,0,0,1,0,0,0.9462265907,0.423,5,3772,1,0
Success and knowledge,0.75059689,0,0,0,0,0,0,0,0,0.9936588042,0,7,3772,1,0
Success and knowledge,0,0,0,0,0,0,0,0,0,0.9861128852,0.412,4,3772,1,0
Success and knowledge,0,0,0,0,0,0,0,0,0,0.8450157336,0.213,9,3772,1,0
Success and knowledge,0.75059689,0.8045531308,0,0.5556020134,0,0,1,0,0,0.9959908629,0.133,39,3772,1,0
Success and knowledge,0.7278674295,0.7498129786,0.8155633017,0.8817579232,0,0,1,1,0,0.9667671493,0.273,11,3773,1,1
Success and knowledge,0.7278674295,0.7498129786,0.8155633017,0.8817579232,0,0,1,1,0,0.9558428932,0.25,13,3773,1,1
Success and knowledge,0.8749715296,0.8749715296,0.7677144171,0.5148097697,0,0,1,1,0,0.5457001265,0.533,12,3774,1,1
Success and knowledge,0.8749715296,0.8749715296,0.7677144171,0.5148097697,0,0,1,1,0,0.4957682308,0.471,15,3774,1,1
Success and knowledge,0.8380381363,0.9118600684,0.555675972,0.786557713,0,0,1,0,0,0.945144128,0.2,11,3775,1,0
Success and knowledge,0.5020457682,0.7201031463,0.6876339505,0.8392008823,0,0,0,0,0,0.9602318259,0,9,3775,1,0
Success and knowledge,0.5573391663,0.5595325371,0,0.5556020134,0,0,1,0,0,0.8420471747,0.385,5,3775,1,0
Success and knowledge,0.5924358385,0.8045531308,0,0,0,0,1,0,0,0.9149497743,0,5,3775,1,0
Success and knowledge,0.8380381363,0.9118600684,0.6876339505,0.8392008823,0,0,1,0,0,0.9999482282,0.102,27,3775,1,0
Success and knowledge,0.6735567369,0.7768033706,0.639367958,0.8043878168,0,0,1,0,0,0.1322374863,0,12,3776,1,0
Success and knowledge,0.75059689,0,0,0,0,0,1,0,0,0.9038113141,0.222,8,3776,1,0
Success and knowledge,0,0,0,0,0,0,0,0,0,0.5819496343,0,5,3776,1,0
Success and knowledge,0,0,0,0,0,0,0,0,0,0.9688502881,0.759,5,3776,1,0
Success and knowledge,0.75059689,0.7768033706,0.639367958,0.8043878168,0,0,1,0,0,0.2361938339,0.229,36,3776,1,0
Success and knowledge,0.5940128863,0.5940128863,0.6904211038,0.2779749484,0,0,1,0,0,0.7436871646,0.327,9,3777,1,0
Success and knowledge,0,0,0,0,0,0,1,1,0,0.8611648999,0.359,6,3777,1,0
Success and knowledge,0,0,0,0,0,0,0,1,0,0.9615097562,0,6,3777,1,0
Success and knowledge,0.5940128863,0.7571040045,0.7773552476,0.7925556319,0,0,1,1,0,0.6270499616,0.228,30,3777,1,0
Success and knowledge,0,0,0,0,0,0,0,0,0,0.9908043914,0,4,3778,1,1
Success and knowledge,0.7278674295,0.7768033706,0.8155633017,0.8817579232,0,0,1,1,0,0.140997676,0,14,3778,1,1
Success and knowledge,0.6735567369,0.8137696528,0.7162250783,0.8043878168,0,0,1,1,0,0.6439681228,0,22,3778,1,1
Success and knowledge,0.8313984398,0.8313984398,0.7451412911,0,0,0,0,1,0,0.9521904626,0,11,3779,1,0
Success and knowledge,0.75059689,0,0,0,0,0,0,1,0,0.992013476,0,9,3779,1,0
Success and knowledge,0.8313984398,0.8313984398,0.7451412911,0,0,0,0,1,0,0.9962390777,0,21,3779,1,0
Success and knowledge,0.6985235399,0.8045531308,0,0,0,0,0,0,1,0.7526511146,0,6,3780,1,0
Success and knowledge,0.2288677228,0.706405841,0,0,0,0,1,0,1,6.83456432001E-06,0.135,16,3780,1,0
Success and knowledge,0.6985235399,0.8045531308,0,0,0,0,0,0,1,2.36375753533E-06,0.097,22,3780,1,0
Success and knowledge,0.5835257434,0.4265418592,0.7082320696,0.7309433215,0,0,0,0,0,0.9146381174,0,8,3781,1,0
Success and knowledge,0.4927336955,0.7169239585,0.8467509668,0.661611026,0,0,1,0,0,0.7701382651,0,9,3781,1,0
Success and knowledge,0.5835257434,0.4265418592,0.7082320696,0.7309433215,0,0,1,0,0,0.7693899034,0,20,3781,1,0
Success and knowledge,0.7911037695,0,0,0,0,0,1,1,0,0.979632879,0.236,14,3782,1,0
Success and knowledge,0.7911037695,0,0,0,0,0,1,0,0,0.7697495726,0.346,8,3782,1,0
Success and knowledge,0,0,0,0,0,0,0,1,0,0.9830319746,0,5,3782,1,0
Success and knowledge,0.7911037695,0,0,0,0,0,1,1,0,0.979632879,0.236,14,3782,1,0
Success and knowledge,0.75059689,0,0,0,0,0,0,0,0,0.9746978144,0.26,9,3783,1,0
Success and knowledge,0.75059689,0,0,0,0,0,0,0,0,0.9746978144,0.26,9,3783,1,0
Success and knowledge,0.8749715296,0.8749715296,0.7677144171,0.8913219517,0,0,1,0,0,0.9608875225,0.316,9,3784,1,1
Success and knowledge,0.8430872181,0.8430872181,0,0,0,0,1,1,0,0.0862050384,0.292,22,3784,1,1
Success and knowledge,0.75059689,0,0,0,0,0,0,1,0,0.978254041,0,8,3785,0,0
Success and knowledge,0,0,0,0,0,0,1,0,0,0.9605746949,0.474,4,3785,0,0
Success and knowledge,0,0,0,0,0,0,0,1,0,0.8892976556,0.647,7,3785,0,0
Success and knowledge,0.75059689,0,0,0,0,0,1,1,0,0.991626593,0.369,21,3785,0,0
Nowadays spending budget on space exploration is not reasonable,0,0,0,0,0,0,0,0,0,0.4603568325,0,6,3786,0,0
Nowadays spending budget on space exploration is not reasonable,0,0,0,0,0,0,1,1,0,0.8247748552,0,10,3786,0,0
Nowadays spending budget on space exploration is not reasonable,0.7361821062,0.5764401613,0.3004689451,0,0,0,1,1,0,0.8085321883,0.106,20,3786,0,0
Nowadays spending budget on space exploration is not reasonable,0.7255836274,0.8336588411,0.772011309,0.7903870563,0,1,1,0,1,0.2404080874,0.213,20,3787,0,0
Nowadays spending budget on space exploration is not reasonable,0.7255836274,0.8336588411,0.5369943316,0.7323792988,0,0,1,0,1,0.0307058532,0.397,9,3787,0,0
Nowadays spending budget on space exploration is not reasonable,0,0,0,0,0,0,0,0,0,0.9708073186,0,10,3787,0,0
Nowadays spending budget on space exploration is not reasonable,0.7255836274,0.8336588411,0.772011309,0.7903870563,0,1,1,0,1,0.2404080874,0.213,20,3787,0,0
Nowadays spending budget on space exploration is not reasonable,0.7703863339,0.7703863339,0.6252258361,0.6999117522,0,0,1,1,0,0.2121339191,0.315,19,3788,1,1
Nowadays spending budget on space exploration is not reasonable,0.7703863339,0.7703863339,0.6252258361,0.6999117522,0,0,1,1,0,0.774793361,0.277,23,3788,1,1
Nowadays spending budget on space exploration is not reasonable,0.7361821062,0.8652378964,0.7564374707,0.8591051953,0,1,1,0,0,0.9993147061,0.137,13,3789,1,0
Nowadays spending budget on space exploration is not reasonable,0.6640469831,0.8949767398,0.7489235403,0,0,0,0,1,0,0.0812553172,0.067,21,3789,1,0
Nowadays spending budget on space exploration is not reasonable,0.6458063222,0.8145979031,0,0.7754171031,0,0,1,0,0,0.9829419857,0,3,3789,1,0
Nowadays spending budget on space exploration is not reasonable,0.7361821062,0.5764401613,0.3004689451,0,0,0,1,0,0,0.9559786619,0.322,5,3789,1,0
Nowadays spending budget on space exploration is not reasonable,0,0,0,0,0,0,0,0,0,0.9702451792,0,3,3789,1,0
Nowadays spending budget on space exploration is not reasonable,0.7361821062,0.8949767398,0.7564374707,0.8591051953,0,1,1,1,0,0.9435226823,0.096,35,3789,1,0
Nowadays spending budget on space exploration is not reasonable,0,0,0,0,0,0,1,0,0,0.7568655098,0.149,17,3790,1,0
Nowadays spending budget on space exploration is not reasonable,0.7900463512,0.8399202085,0.7698910371,0.659475365,0,0,1,1,0,0.0352154795,0,15,3790,1,0
Nowadays spending budget on space exploration is not reasonable,0.7900463512,0.8597649536,0.7698910371,0.9137057102,0,0,1,1,0,0.0253577326,0.056,37,3790,1,0
Nowadays spending budget on space exploration is not reasonable,0.895698755,0.895698755,0.6627676998,0.6202973489,0,0,1,0,0,0.7716677202,0.264,22,3791,1,0
Nowadays spending budget on space exploration is not reasonable,0.895698755,0.895698755,0.6627676998,0.6202973489,0,0,1,0,0,0.3809109468,0.236,26,3791,1,0
Nowadays spending budget on space exploration is not reasonable,0.895698755,0.895698755,0.6627676998,0,0,0,1,0,0,0.2295876476,0.149,15,3792,1,1
Nowadays spending budget on space exploration is not reasonable,0.895698755,0.895698755,0.6627676998,0,0,0,1,0,0,0.1814996416,0.139,17,3792,1,1
Nowadays spending budget on space exploration is not reasonable,0.7361821062,0.5764401613,0.3004689451,0,0,0,1,0,0,0.5087284744,0.345,15,3793,1,0
Nowadays spending budget on space exploration is not reasonable,0.7361821062,0.5764401613,0.3004689451,0,0,0,1,0,0,0.5087284744,0.345,15,3793,1,0
Nowadays spending budget on space exploration is not reasonable,0.6593670579,0.7774742288,0.772011309,0.7903870563,0,0,1,0,0,0.0119393215,0.068,17,3794,1,0
Nowadays spending budget on space exploration is not reasonable,0.6593670579,0.7774742288,0.772011309,0.7903870563,0,0,1,1,0,0.0018812075,0.058,21,3794,1,0
Nowadays spending budget on space exploration is not reasonable,0.760305192,0.9136285611,0.5955204089,0.6989911959,0,0,0,0,1,0.0237860066,0.203,13,3795,1,0
Nowadays spending budget on space exploration is not reasonable,0.760305192,0.9136285611,0.5955204089,0.6989911959,0,0,0,1,1,0.0048699455,0.167,17,3795,1,0
Nowadays spending budget on space exploration is not reasonable,0.6593670579,0.7774742288,0.772011309,0.7903870563,0,0,1,0,0,0.0009302891,0,17,3796,1,0
Nowadays spending budget on space exploration is not reasonable,0.6593670579,0.7774742288,0.772011309,0.7903870563,0,0,1,0,0,0.0009302891,0,17,3796,1,0
Nowadays spending budget on space exploration is not reasonable,0.7361821062,0.5764401613,0.3004689451,0,0,0,0,0,0,0.677003228,0.174,12,3797,1,1
Nowadays spending budget on space exploration is not reasonable,0.7361821062,0.5764401613,0.3004689451,0,0,0,0,0,0,0.6560809603,0.147,16,3797,1,1
Nowadays spending budget on space exploration is not reasonable,0.8090149347,0.7562047426,0.7363259528,0.8548506105,0,0,1,0,0,0.9549698731,0.206,10,3798,1,1
Nowadays spending budget on space exploration is not reasonable,0.895698755,0.895698755,0.6627676998,0,0,0,1,0,0,0.8320879243,0.453,10,3798,1,1
Nowadays spending budget on space exploration is not reasonable,0.895698755,0.895698755,0.7363259528,0.8548506105,0,0,1,0,0,0.8749125108,0.311,24,3798,1,1
Nowadays spending budget on space exploration is not reasonable,0,0,0,0,0,0,1,0,0,0.770979456,0,9,3799,0,0
Nowadays spending budget on space exploration is not reasonable,0.7882793384,0.8187818886,0.8049264715,0.8433698903,0,0,1,0,0,0.8592001469,0,21,3799,0,0
Nowadays spending budget on space exploration is not reasonable,0.7882793384,0.8187818886,0.8049264715,0.8433698903,0,0,1,0,0,0.7436092696,0,31,3799,0,0
Television destroys communication among friends and family,0.7126278035,0.8093232329,0.5443845337,0.702688206,0.4861322782,0,1,0,0,0.8825977006,0.276,13,3800,0,0
Television destroys communication among friends and family,0.7126278035,0.8093232329,0.5443845337,0.702688206,0.3293533477,0,1,0,0,0.8411355851,0.412,7,3800,0,0
Television destroys communication among friends and family,0.6924437186,0,0,0,0.5591476959,0,1,0,0,0.8511328415,0,5,3800,0,0
Television destroys communication among friends and family,0.7126278035,0.8093232329,0.5443845337,0.702688206,0.4861322782,0,1,0,0,0.8825977006,0.276,13,3800,0,0
Television destroys communication among friends and family,0.7126278035,0.8093232329,0.5443845337,0.702688206,0.2573287909,0,1,0,0,0.9862973921,0.197,15,3801,0,0
Television destroys communication among friends and family,0.7126278035,0.8093232329,0.5443845337,0.702688206,0.2573287909,0,1,0,0,0.9816713762,0.186,17,3801,0,0
Television destroys communication among friends and family,0.8112524127,0.8112524127,0.690707362,0.8961054976,0.6735310491,0,1,0,0,0.00584142,0.487,13,3802,0,0
Television destroys communication among friends and family,0.7817675539,0.8454280731,0.6165115866,0,0.4163629468,0,1,0,0,0.9909896143,0,8,3802,0,0
Television destroys communication among friends and family,0.8112524127,0.8112524127,0.690707362,0.8961054976,0.6214558044,0,1,0,0,0.9041789316,0.444,4,3802,0,0
Television destroys communication among friends and family,0.6790261458,0.8093232329,0.5443845337,0.702688206,0.6591873114,0,1,0,0,0.0025011138,0.542,8,3802,0,0
Television destroys communication among friends and family,0.8112524127,0.8454280731,0.690707362,0.8961054976,0.6845797351,0,1,0,0,0.017400072,0.358,24,3802,0,0
Television destroys communication among friends and family,0.758751429,0.8454280731,0.7476684376,0.7451907995,0,0,1,0,0,0.9765429817,0.36,22,3803,1,1
Television destroys communication among friends and family,0.758751429,0.8454280731,0.7476684376,0.7451907995,0,0,1,0,0,0.9765429817,0.36,22,3803,1,1
Television destroys communication among friends and family,0.7940454061,0.8093232329,0.5443845337,0.7437838307,0.6214558044,1,1,0,0,0.9658578612,0.172,15,3804,1,1
Television destroys communication among friends and family,0.7940454061,0.8093232329,0.5443845337,0.702688206,0,0,1,0,0,0.7998707733,0.31,7,3804,1,1
Television destroys communication among friends and family,0.6630278077,0,0,0,0.6214558044,0,0,0,0,0.9661032003,0,7,3804,1,1
Television destroys communication among friends and family,0.7940454061,0.8093232329,0.5443845337,0.7437838307,0.6214558044,1,1,0,0,0.9658578612,0.172,15,3804,1,1
Television destroys communication among friends and family,0.6790261458,0.8093232329,0.5443845337,0.702688206,0.5799410007,0,1,0,0,0.8165591125,0.286,10,3805,1,1
Television destroys communication among friends and family,0.8112524127,0.8112524127,0.690707362,0.8961054976,0.4773716738,0,1,0,0,0.9822099742,0.111,23,3805,1,1
Television destroys communication among friends and family,0.8112524127,0.8112524127,0.690707362,0.8961054976,0.5978172931,0,1,0,0,0.9367225221,0.155,37,3805,1,1
Television destroys communication among friends and family,0.7933762816,0,0,0,0.593364886,0,1,0,0,0.7742404221,0.238,10,3806,1,1
Television destroys communication among friends and family,0.8112524127,0.8112524127,0.690707362,0.8961054976,0.593364886,0,1,0,0,0.6971316873,0.217,12,3806,1,1
Television destroys communication among friends and family,0.7104074706,0.8453786965,0.7718493783,0.8340692294,0.7217840447,0,1,0,0,0.3217658564,0.22,13,3807,1,1
Television destroys communication among friends and family,0.7104074706,0.8453786965,0.7718493783,0.8340692294,0.7217840447,0,1,0,0,0.3217658564,0.22,13,3807,1,1
Television destroys communication among friends and family,0.8137895331,0.8454280731,0.7290995687,0.7697510575,0.6484352362,0,1,0,0,0.9998208226,0.283,20,3808,1,0
Television destroys communication among friends and family,0.8137895331,0.8454280731,0.7290995687,0.7697510575,0.6484352362,0,1,0,0,0.9998208226,0.283,20,3808,1,0
Television destroys communication among friends and family,0.7817675539,0.7817675539,0.6165115866,0,0.3230589245,0,0,0,0,0.9994724798,0.268,12,3809,1,0
Television destroys communication among friends and family,0.7817675539,0.7817675539,0.6165115866,0,0.3230589245,0,0,0,0,0.9994724798,0.268,12,3809,1,0
Television destroys communication among friends and family,0.6790261458,0.8093232329,0.5443845337,0.702688206,0.3448198873,0,0,0,0,0.9500303646,0,8,3810,1,0
Television destroys communication among friends and family,0.6790261458,0.8093232329,0.5443845337,0.702688206,0.4818288024,0,0,0,0,0.9633600924,0,10,3810,1,0
Television destroys communication among friends and family,0.6790261458,0.8093232329,0.5443845337,0.702688206,0.3496313022,1,1,0,0,0.986977692,0.286,15,3811,1,0
Television destroys communication among friends and family,0,0,0,0,-0.1152466312,0,1,0,0,0.6893370147,0,3,3811,1,0
Television destroys communication among friends and family,0,0,0,0,0.0753040716,0,0,0,0,0.7821495121,0,5,3811,1,0
Television destroys communication among friends and family,0.6790261458,0.8093232329,0.5443845337,0.702688206,0.3496313022,0,0,0,0,0.8979037318,0,7,3811,1,0
Television destroys communication among friends and family,0,0,0,0,0,0,0,0,0,0.9667249377,0.51,7,3811,1,0
Television destroys communication among friends and family,0.6790261458,0.8093232329,0.5443845337,0.702688206,0.2057750909,1,1,0,0,0.9029486354,0.198,27,3811,1,0
Television destroys communication among friends and family,0.635119771,0.635119771,0,0,0.5740043517,0,0,0,0,0.0476053793,0.407,10,3812,1,1
Television destroys communication among friends and family,0.6924437186,0,0,0,0.3448198873,0,0,0,0,0.3445246996,0,10,3812,1,1
Television destroys communication among friends and family,0.6924437186,0.5413927055,0.5902997003,0.7736181811,0.5347406961,0,0,0,0,0.0015144645,0.244,21,3812,1,1
Television destroys communication among friends and family,0.7817675539,0.8453786965,0.7718493783,0.8340692294,0.8508032089,0,0,0,0,0.0636256836,0.183,28,3813,1,1
Television destroys communication among friends and family,0.7817675539,0.8453786965,0.7718493783,0.8340692294,0.8508032089,0,0,0,0,0.1008954297,0.167,32,3813,1,1
Television destroys communication among friends and family,0,0,0,0,0,0,0,0,0,0.9775449169,0.412,4,3814,1,1
